t,tracked,n_obs0,n_obs1,mean0,ms
1520530308.199448,1,437,369,32.81,5.42
1520530308.249449,1,408,0,32.97,0.62
1520530308.299451,1,389,0,32.88,0.65
1520530308.349503,1,363,0,34.46,0.53
1520530308.399505,1,361,0,34.83,0.52
1520530308.449505,1,357,0,34.94,0.52
1520530308.499506,1,352,0,34.57,0.54
1520530308.549508,1,344,0,34.72,0.62
1520530308.599509,1,337,0,34.80,0.53
1520530308.649555,1,333,0,34.70,0.55
1520530308.699512,1,331,0,34.58,0.54
1520530308.749559,1,328,0,36.16,0.64
1520530308.799560,1,324,0,36.06,0.55
1520530308.849562,1,320,0,36.08,0.57
1520530308.899563,1,319,0,36.16,0.57
1520530308.949565,1,318,0,36.42,0.86
1520530308.999567,1,317,0,36.31,0.59
1520530309.049568,1,317,0,36.56,0.59
1520530309.099570,1,316,0,36.48,0.61
1520530309.149567,1,316,0,36.26,0.72
1520530309.199583,1,316,0,36.84,0.61
1520530309.249583,1,314,0,36.56,0.62
1520530309.299586,1,312,0,36.86,0.63
1520530309.349586,1,312,0,36.84,0.69
1520530309.399589,1,311,0,36.56,0.63
1520530309.449590,1,310,0,36.54,0.64
1520530309.499591,1,309,0,36.69,0.64
1520530309.549594,1,307,0,36.90,0.92
1520530309.599597,1,305,0,36.75,0.66
1520530309.649599,1,305,0,37.06,0.67
1520530309.699600,1,303,0,37.13,0.67
1520530309.749602,1,302,0,37.06,0.95
1520530309.799603,1,300,0,36.94,0.70
1520530309.849605,1,300,0,37.12,0.69
1520530309.899606,1,300,0,37.19,0.92
1520530309.949608,1,295,0,36.80,0.70
1520530309.999622,1,294,0,37.51,0.72
1520530310.049623,1,293,0,37.44,0.71
1520530310.099625,1,292,0,37.51,0.79
1520530310.149627,1,292,0,37.62,0.72
1520530310.199628,1,291,0,37.76,0.72
1520530310.249729,1,289,0,37.48,0.96
1520530310.299631,1,289,0,37.60,0.75
1520530310.349633,1,287,0,37.51,0.75
1520530310.399625,1,285,0,37.22,0.76
1520530310.449627,1,285,0,37.11,0.83
1520530310.499628,1,285,0,37.30,0.77
1520530310.549630,1,285,0,37.27,0.76
1520530310.599632,1,284,0,37.29,0.78
1520530310.649633,1,283,0,37.27,0.84
1520530310.699635,1,281,0,37.18,0.78
1520530310.749636,1,280,0,37.14,0.79
1520530310.799651,1,278,0,37.75,0.98
1520530310.849652,1,277,0,37.79,0.81
1520530310.899654,1,277,0,38.00,0.84
1520530310.949655,1,276,0,37.84,0.86
1520530310.999657,1,276,0,37.81,0.80
1520530311.049659,1,274,0,37.88,0.82
1520530311.099660,1,273,0,37.72,0.82
1520530311.149662,1,273,0,38.00,0.94
1520530311.199672,1,272,0,38.23,0.83
1520530311.249673,1,272,0,38.21,0.84
1520530311.299675,1,271,0,38.06,1.02
1520530311.349677,1,270,0,38.18,0.92
1520530311.399678,1,270,0,38.19,0.87
1520530311.449679,1,270,0,38.15,1.21
1520530311.499684,1,270,0,38.18,0.88
1520530311.549683,1,268,0,38.12,0.88
1520530311.599684,1,268,0,38.31,0.89
1520530311.649719,1,268,0,39.47,0.97
1520530311.699720,1,266,0,39.30,0.90
1520530311.749722,1,266,0,39.57,1.17
1520530311.799723,1,266,0,39.43,1.10
1520530311.849725,1,266,0,39.32,1.16
1520530311.899726,1,266,0,39.37,1.00
1520530311.949728,1,266,0,39.37,0.93
1520530311.999729,1,265,0,39.33,0.94
1520530312.049721,1,265,0,38.87,1.02
1520530312.099721,1,265,0,39.11,0.95
1520530312.149723,1,264,0,38.97,0.96
1520530312.199726,1,264,0,39.22,1.03
1520530312.249727,1,264,0,39.22,0.97
1520530312.299728,1,263,0,38.95,1.26
1520530312.349730,1,262,0,38.93,0.98
1520530312.399731,1,263,0,38.95,0.98
1520530312.449712,1,263,0,38.31,1.28
1520530312.499714,1,263,0,38.34,1.02
1520530312.549715,1,262,0,38.47,1.00
1520530312.599717,1,262,0,38.40,1.21
1520530312.649719,1,262,0,38.30,1.02
1520530312.699720,1,259,0,38.24,1.02
1520530312.749722,1,259,0,38.27,1.21
1520530312.799724,1,259,0,38.44,1.04
1520530312.849720,1,259,0,38.28,1.03
1520530312.899721,1,258,0,38.35,1.10
1520530312.949723,1,257,0,38.23,1.04
1520530312.999725,1,257,0,38.41,1.05
1520530313.049726,1,257,0,38.29,1.13
1520530313.099727,1,256,0,38.34,1.06
1520530313.149729,1,256,0,38.34,1.07
1520530313.199730,1,255,0,38.21,1.16
1520530313.249736,1,255,0,38.34,1.10
1520530313.299738,1,255,0,38.64,1.39
1520530313.349739,1,254,0,38.59,1.14
1520530313.399790,1,254,0,38.60,1.12
1520530313.449743,1,254,0,38.43,1.17
1520530313.499744,1,252,0,38.29,1.15
1520530313.549746,1,252,0,38.47,1.31
1520530313.599747,1,252,0,38.46,1.16
1520530313.649745,1,252,0,38.30,1.16
1520530313.699746,1,251,0,38.16,1.23
1520530313.749748,1,250,0,38.33,1.18
1520530313.799750,1,250,0,38.35,1.16
1520530313.849751,1,248,0,38.56,1.21
1520530313.899753,1,247,0,38.43,1.18
1520530313.949754,1,248,0,38.19,1.18
1520530313.999756,1,246,0,38.23,1.25
1520530314.049757,1,242,0,38.63,1.23
1520530314.099763,1,241,0,38.57,1.31
1520530314.149765,1,241,0,38.61,1.21
1520530314.199766,1,238,0,38.71,1.38
1520530314.249768,1,235,0,38.92,1.27
1520530314.299769,1,235,0,38.97,1.22
1520530314.349771,1,234,0,38.77,1.57
1520530314.399773,1,232,0,38.90,1.22
1520530314.449774,1,227,0,38.84,1.34
1520530314.499774,1,225,0,39.13,1.23
1520530314.549776,1,219,0,38.97,1.23
1520530314.599777,1,213,0,39.12,1.31
1520530314.649779,1,208,0,39.45,1.25
1520530314.699780,1,204,0,39.77,1.25
1520530314.749782,1,202,0,39.80,1.30
1520530314.799787,1,198,0,40.00,1.25
1520530314.849784,1,195,0,40.42,1.30
1520530314.899810,1,192,0,41.22,1.26
1520530314.949812,1,185,0,41.66,1.37
1520530314.999919,1,437,378,41.68,6.71
1520530315.049815,1,322,0,41.70,0.65
1520530315.099817,1,300,0,41.89,0.54
1520530315.149818,1,291,0,41.99,0.54
1520530315.199819,1,272,0,42.16,0.56
1520530315.249821,1,263,0,42.37,0.58
1520530315.299635,1,247,0,35.04,0.53
1520530315.349637,1,242,0,34.89,0.55
1520530315.399639,1,241,0,34.76,0.54
1520530315.449640,1,239,0,34.76,0.58
1520530315.499642,1,237,0,34.61,0.54
1520530315.549643,1,235,0,34.78,0.56
1520530315.599645,1,233,0,34.53,0.56
1520530315.649646,1,228,0,34.36,0.86
1520530315.699637,1,223,0,33.55,0.58
1520530315.749639,1,219,0,33.52,0.57
1520530315.799640,1,215,0,33.62,0.56
1520530315.849642,1,212,0,33.53,0.57
1520530315.899643,1,211,0,33.29,0.62
1520530315.949645,1,204,0,32.86,0.56
1520530315.999647,1,203,0,32.87,0.57
1520530316.049648,1,200,0,32.67,0.58
1520530316.100221,1,436,372,53.46,2.84
1520530316.150223,1,342,0,53.66,0.85
1520530316.200224,1,325,0,54.00,0.55
1520530316.250226,1,314,0,54.22,0.55
1520530316.300227,1,306,0,54.27,0.55
1520530316.350229,1,298,0,54.59,0.56
1520530316.400230,1,294,0,54.29,0.61
1520530316.450231,1,288,0,54.30,0.56
1520530316.500233,1,283,0,54.43,0.57
1520530316.550276,1,278,0,55.71,0.59
1520530316.600278,1,272,0,55.64,0.77
1520530316.650280,1,266,0,55.65,0.57
1520530316.700281,1,258,0,55.63,0.59
1520530316.750283,1,255,0,55.50,0.58
1520530316.800284,1,248,0,55.53,0.58
1520530316.850286,1,244,0,55.31,0.62
1520530316.900287,1,242,0,55.56,0.57
1520530316.949773,1,443,390,37.26,3.27
1520530316.999775,1,358,0,37.40,0.65
1520530317.049776,1,345,0,37.18,0.57
1520530317.099778,1,331,0,37.26,0.62
1520530317.149779,1,321,0,37.34,0.59
1520530317.199781,1,311,0,37.32,0.56
1520530317.249782,1,301,0,37.36,0.56
1520530317.299784,1,293,0,37.31,0.62
1520530317.349743,1,278,0,35.72,0.58
1520530317.399745,1,271,0,35.72,0.58
1520530317.449748,1,269,0,35.60,0.58
1520530317.499748,1,251,0,35.65,0.86
1520530317.549752,1,243,0,35.41,0.57
1520530317.599752,1,239,0,35.16,0.57
1520530317.649754,1,239,0,35.17,0.57
1520530317.699755,1,238,0,34.48,0.61
1520530317.750237,1,442,387,50.63,3.01
1520530317.800239,1,362,0,49.92,0.71
1520530317.850240,1,342,0,49.24,0.57
1520530317.900242,1,330,0,48.60,0.59
1520530317.950243,1,316,0,48.25,0.59
1520530318.000244,1,304,0,47.68,0.87
1520530318.050247,1,296,0,47.23,0.59
1520530318.100248,1,279,0,47.07,0.58
1520530318.150816,1,202,0,63.41,0.58
1520530318.200769,1,193,0,63.21,0.56
1520530318.250771,1,181,0,63.22,0.53
1520530318.300772,1,428,367,63.11,3.34
1520530318.350774,1,345,0,63.43,0.65
1520530318.400775,1,326,0,63.61,0.62
1520530318.450777,1,316,0,63.88,0.58
1520530318.500778,1,309,0,63.82,0.63
1520530318.550780,1,300,0,64.03,0.59
1520530318.600567,1,284,0,57.46,0.57
1520530318.650568,1,279,0,57.57,0.58
1520530318.700570,1,275,0,57.73,0.77
1520530318.750571,1,263,0,58.06,0.58
1520530318.800573,1,258,0,58.25,0.52
1520530318.850574,1,249,0,58.43,0.59
1520530318.900576,1,244,0,58.80,0.64
1520530318.950577,1,240,0,59.02,0.59
1520530318.999955,1,183,0,38.95,0.56
1520530319.049957,1,441,394,39.01,3.24
1520530319.099960,1,326,0,39.47,0.75
1520530319.149961,1,255,0,39.41,0.66
1520530319.199962,1,200,0,39.65,0.62
1520530319.249964,1,439,396,39.73,3.79
1520530319.299965,1,351,0,40.21,0.64
1520530319.349967,1,325,0,40.21,0.57
1520530319.399832,1,306,0,35.62,0.60
1520530319.449833,1,296,0,35.64,0.55
1520530319.499835,1,285,0,35.80,0.54
1520530319.549837,1,278,0,35.76,0.56
1520530319.599838,1,261,0,35.52,0.59
1520530319.649840,1,250,0,35.31,0.60
1520530319.699841,1,240,0,35.35,0.55
1520530319.749942,1,233,0,35.21,0.55
1520530319.800341,0,233,0,53.11,1.21
1520530319.850343,1,436,360,53.50,0.99
1520530319.900344,1,366,0,54.04,0.62
1520530319.950346,1,334,0,54.57,0.57
1520530320.000347,1,325,0,54.93,0.84
1520530320.050349,1,298,0,55.13,0.57
1520530320.100350,1,276,0,55.48,0.55
1520530320.150352,1,254,0,55.63,0.55
1520530320.200401,1,240,0,57.84,0.59
1520530320.250402,1,235,0,58.04,0.53
1520530320.300404,1,229,0,58.24,0.52
1520530320.350405,1,224,0,58.49,0.52
1520530320.400407,1,222,0,58.48,0.52
1520530320.450408,1,221,0,58.62,0.57
1520530320.500410,1,216,0,58.62,0.53
1520530320.550412,1,208,0,58.87,0.51
1520530320.599869,1,439,380,38.01,2.61
1520530320.649871,1,322,0,37.99,0.58
1520530320.699873,1,307,0,38.25,0.55
1520530320.749874,1,302,0,37.95,0.55
1520530320.799876,1,298,0,38.17,0.62
1520530320.849877,1,286,0,38.06,0.58
1520530320.899879,1,268,0,38.01,0.55
1520530320.949880,1,258,0,38.08,0.55
1520530320.999882,1,256,0,38.18,0.61
1520530321.049740,1,244,0,32.32,0.56
1520530321.099742,1,240,0,31.98,0.54
1520530321.149743,1,236,0,31.64,0.55
1520530321.199745,1,228,0,31.80,0.59
1520530321.249747,1,224,0,31.69,0.53
1520530321.299749,1,224,0,31.33,0.55
