# timestamp tx ty tz qx qy qz qw
1.520530308199447632e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.775170671832456163e-03 6.343944913180635074e-03 -0.000000000000000000e+00 9.999783013305960644e-01
1.520530308249448776e+09 3.847796688205562532e-05 1.074458123184740543e-04 -1.285504549741744995e-05 3.311809557002850287e-03 4.154991281959025812e-03 5.437214176567643645e-04 9.999857360642324666e-01
1.520530308299450636e+09 -5.817884084535762668e-05 3.863618185278028250e-04 -5.836989730596542358e-04 4.992585409832814292e-03 4.119476122433778781e-03 1.803467320189936418e-03 9.999774255017096491e-01
1.520530308349502563e+09 1.280298311030492187e-04 8.342657820321619511e-04 -1.219552010297775269e-03 7.272318831851053156e-03 2.522165223469779831e-03 3.170046240916649192e-03 9.999653508338294250e-01
1.520530308399504662e+09 -8.759865304455161095e-04 -1.812469097785651684e-03 -2.099119774356950074e-05 1.180752194935713942e-02 4.951992673369628832e-03 3.362183467798294384e-03 9.999123741190060199e-01
1.520530308449504614e+09 -1.457549515180289745e-03 -2.734651323407888412e-03 -3.177665712428279221e-05 1.333349248117860278e-02 3.470861939232635241e-03 2.157929283633657630e-03 9.999027524898908004e-01
1.520530308499506474e+09 -2.123696263879537582e-03 -4.624607972800731659e-03 -9.805274021346122026e-05 1.287210033052207936e-02 2.993576816130394131e-03 -2.084898685111967551e-03 9.999104963587489570e-01
1.520530308549507618e+09 -3.487050998955965042e-03 -7.156112231314182281e-03 -9.563344065099954605e-04 9.825219921577726945e-03 5.799944270534759978e-03 -8.615301562477417630e-03 9.998977959166319707e-01
1.520530308599509716e+09 -5.074847489595413208e-03 -9.863977320492267609e-03 -2.037593629211187363e-03 4.657260981294193344e-03 6.939150255492781277e-03 -1.319864645520972546e-02 9.998779694770927318e-01
1.520530308649555445e+09 -5.700671579688787460e-03 -1.152201741933822632e-02 -2.411143155768513680e-03 2.289109797443931310e-03 6.132485634130556244e-03 -1.233803259081389658e-02 9.999024580168158760e-01
1.520530308699512720e+09 -5.198968108743429184e-03 -1.176727563142776489e-02 -2.589235315099358559e-03 2.895077838205228123e-03 6.524639477998792937e-03 -1.030043016640978457e-02 9.999214712878105038e-01
1.520530308749559164e+09 -4.591260571032762527e-03 -1.197066158056259155e-02 -2.899823477491736412e-03 6.811869493539322168e-03 7.047437749428931385e-03 -9.831270697261260474e-03 9.999036344426636136e-01
1.520530308799560070e+09 -4.410725086927413940e-03 -1.244123745709657669e-02 -2.331203548237681389e-03 1.080234295245763830e-02 3.063082310393627425e-03 -1.020812844565274942e-02 9.998848538842531886e-01
1.520530308849561930e+09 -3.400631947442889214e-03 -1.209725439548492432e-02 -1.428992138244211674e-03 1.429073863469260304e-02 -1.670826907222569459e-03 -6.691685340437550714e-03 9.998740943108914703e-01
1.520530308899563074e+09 -2.462117699906229973e-03 -1.143457181751728058e-02 -4.138129588682204485e-04 1.625947225609992303e-02 -4.376516060752908346e-03 -3.555083524691352546e-03 9.998519075594423100e-01
1.520530308949564934e+09 -2.057129982858896255e-03 -1.118449680507183075e-02 3.388001932762563229e-04 1.582961455707443399e-02 -4.110606195651691185e-03 -1.887797522839162676e-03 9.998644720361812288e-01
1.520530308999567032e+09 -1.662500202655792236e-03 -1.116943359375000000e-02 1.344951218925416470e-03 1.453120739352843464e-02 -4.306810202668640876e-03 -1.087450128995402906e-03 9.998845497605116650e-01
1.520530309049568176e+09 -1.024851226247847080e-03 -1.115851104259490967e-02 2.247455762699246407e-03 1.429920517986278845e-02 -5.208027091696698467e-03 -1.529884739528339409e-03 9.998830274775744043e-01
1.520530309099570036e+09 -2.213955667684786022e-05 -1.104397978633642197e-02 2.948601031675934792e-03 1.472434658710856763e-02 -5.709444086606207600e-03 -2.391154376131731599e-03 9.998724309863505910e-01
1.520530309149567366e+09 1.342030474916100502e-03 -1.027407124638557434e-02 4.096442833542823792e-03 1.437647900662071890e-02 -7.981942858648925082e-03 -1.329950038986595952e-03 9.998639090758637549e-01
1.520530309199582577e+09 2.712068147957324982e-03 -9.360715746879577637e-03 5.890219472348690033e-03 1.331616751703465322e-02 -1.098066195725057315e-02 -1.239468576250500956e-03 9.998502730225597990e-01
