t,tracked,n_obs0,n_obs1,mean0,ms
1520530308.199448,1,434,135,13.88,5.22
1520530308.249449,1,432,145,13.96,6.43
1520530308.299451,1,434,142,13.93,2.67
1520530308.349503,1,431,145,14.57,2.73
1520530308.399505,1,432,144,14.72,2.55
1520530308.449505,1,435,158,14.76,3.01
1520530308.499506,1,437,159,14.63,3.56
1520530308.549508,1,433,161,14.67,3.45
1520530308.599509,1,430,155,14.71,3.98
1520530308.649555,1,434,147,14.68,14.67
1520530308.699512,1,427,151,14.63,4.44
1520530308.749559,1,434,157,15.28,4.28
1520530308.799560,1,432,166,15.25,4.19
1520530308.849562,1,434,159,15.24,4.37
1520530308.899563,1,437,159,15.27,4.57
1520530308.949565,1,431,164,15.37,4.40
1520530308.999567,1,433,160,15.36,4.40
1520530309.049568,1,436,155,15.43,4.38
1520530309.099570,1,435,154,15.38,5.04
1520530309.149567,1,433,161,15.32,4.31
1520530309.199583,1,435,164,15.55,4.67
1520530309.249583,1,434,157,15.45,4.58
1520530309.299586,1,437,163,15.58,4.34
1520530309.349586,1,431,150,15.57,4.63
1520530309.399589,1,435,149,15.46,4.60
1520530309.449590,1,436,157,15.43,4.62
1520530309.499591,1,432,149,15.50,4.57
1520530309.549594,1,435,160,15.55,4.31
1520530309.599597,1,435,141,15.49,4.30
1520530309.649599,1,432,155,15.64,4.41
1520530309.699600,1,437,167,15.66,4.63
1520530309.749602,1,438,145,15.65,4.55
1520530309.799603,1,435,159,15.58,4.61
1520530309.849605,1,434,158,15.67,4.29
1520530309.899606,1,435,161,15.70,4.61
1520530309.949608,1,438,152,15.55,4.67
1520530309.999622,1,435,158,15.85,4.60
1520530310.049623,1,433,162,15.81,4.62
1520530310.099625,1,436,163,15.84,4.54
1520530310.149627,1,429,150,15.89,4.74
1520530310.199628,1,435,159,15.92,4.93
1520530310.249729,1,438,162,15.84,7.00
1520530310.299631,1,435,162,15.88,2.30
1520530310.349633,1,436,153,15.83,2.16
1520530310.399625,1,436,156,15.71,2.09
1520530310.449627,1,435,159,15.66,23.01
1520530310.499628,1,437,168,15.73,20.35
1520530310.549630,1,441,165,15.73,18.54
1520530310.599632,1,439,172,15.74,15.85
1520530310.649633,1,436,165,15.73,13.50
1520530310.699635,1,432,173,15.70,10.96
1520530310.749636,1,438,168,15.67,10.95
1520530310.799651,1,435,163,15.93,10.77
1520530310.849652,1,437,169,15.94,11.10
1520530310.899654,1,439,162,16.01,11.05
1520530310.949655,1,437,158,15.96,11.14
1520530310.999657,1,438,169,15.97,10.97
1520530311.049659,1,436,173,16.00,11.15
1520530311.099660,1,432,172,15.92,11.03
1520530311.149662,1,436,165,15.99,10.74
1520530311.199672,1,433,172,16.10,11.05
1520530311.249673,1,440,169,16.08,11.20
1520530311.299675,1,444,160,16.02,11.13
1520530311.349677,1,443,161,16.05,11.25
1520530311.399678,1,443,156,16.08,11.45
1520530311.449679,1,433,167,16.07,11.11
1520530311.499684,1,437,174,16.09,11.28
1520530311.549683,1,441,164,16.07,11.07
1520530311.599684,1,436,173,16.13,11.07
1520530311.649719,1,437,175,16.63,11.39
1520530311.699720,1,439,171,16.54,11.06
1520530311.749722,1,438,183,16.67,11.04
1520530311.799723,1,438,176,16.60,10.98
1520530311.849725,1,437,173,16.58,10.77
1520530311.899726,1,437,180,16.59,11.19
1520530311.949728,1,434,169,16.59,11.10
1520530311.999729,1,436,179,16.58,11.23
1520530312.049721,1,439,181,16.42,11.08
1520530312.099721,1,435,188,16.52,11.35
1520530312.149723,1,438,186,16.45,11.12
1520530312.199726,1,436,170,16.54,11.17
1520530312.249727,1,435,170,16.54,11.05
1520530312.299728,1,433,164,16.46,10.96
1520530312.349730,1,431,168,16.43,11.03
1520530312.399731,1,439,168,16.46,10.96
1520530312.449712,1,434,166,16.16,11.00
1520530312.499714,1,438,170,16.18,10.96
1520530312.549715,1,436,174,16.22,11.68
1520530312.599717,1,433,171,16.23,11.19
1520530312.649719,1,436,174,16.19,11.08
1520530312.699720,1,437,158,16.15,10.76
1520530312.749722,1,433,163,16.16,10.67
1520530312.799724,1,435,169,16.24,10.84
1520530312.849720,1,439,166,16.15,10.59
1520530312.899721,1,439,164,16.18,10.54
1520530312.949723,1,437,169,16.12,11.03
1520530312.999725,1,435,178,16.19,10.70
1520530313.049726,1,439,179,16.15,10.80
1520530313.099727,1,435,183,16.16,10.55
1520530313.149729,1,431,165,16.16,10.81
1520530313.199730,1,437,163,16.14,10.80
1520530313.249736,1,438,175,16.17,11.16
1520530313.299738,1,436,178,16.27,11.04
1520530313.349739,1,436,164,16.26,10.93
1520530313.399790,1,438,164,16.26,10.86
1520530313.449743,1,438,169,16.23,11.07
1520530313.499744,1,438,167,16.18,11.28
1520530313.549746,1,438,177,16.22,10.80
1520530313.599747,1,436,174,16.22,10.93
1520530313.649745,1,434,173,16.18,10.83
1520530313.699746,1,433,172,16.11,11.02
1520530313.749748,1,433,184,16.19,10.82
1520530313.799750,1,433,174,16.18,10.69
1520530313.849751,1,437,175,16.25,10.75
1520530313.899753,1,436,169,16.20,10.77
1520530313.949754,1,439,167,16.11,10.79
